Title,Note,URL,Tags,Comment
,,,,
Kafe NINO,"מיכל פורת, אוכל גיאורגי",https://www.google.com/maps/place/Kafe+NINO/data=!4m2!3m1!1s0x1502b4a7d7292a3d:0x5173c650a80822ba,,
