A list of food places I have tried or have been recommended to me (or I saw on Instagram and decided I should try at some point). Some of the places have notes describing the source of the recommendation and specific dishes you should try. Use at your own discretion

Title,Note,URL,Tags,Comment
Fong On,אינסטגרם לא התעמקתי,https://www.google.com/maps/place/Fong+On/data=!4m2!3m1!1s0x89c25bec255ea241:0x8053a9f62b6fd4de,,
Malaysia Beef Jerky,,https://www.google.com/maps/place/Malaysia+Beef+Jerky/data=!4m2!3m1!1s0x89c259881462bea5:0xf9dfb43cb2c9f3e6,,
Joe's Steam Rice Roll,,https://www.google.com/maps/place/Joe's+Steam+Rice+Roll/data=!4m2!3m1!1s0x89c25912d52ee323:0xfe9d58ffe7abf419,,
Phê NYC,"אינסטגרם, לא יודע",https://www.google.com/maps/place/Ph%C3%AA+NYC/data=!4m2!3m1!1s0x89c25900731d2ca5:0x78616aba8c0fd179,,
Shu Jiao Fu Zhou,,https://www.google.com/maps/place/Shu+Jiao+Fu+Zhou/data=!4m2!3m1!1s0x89c25987a0baabdd:0x2982dbd963919b46,,
Lee Lee's Baked Goods,,https://www.google.com/maps/place/Lee+Lee's+Baked+Goods/data=!4m2!3m1!1s0x89c2f614041f2bc3:0x19b5d50daffec30e,,
Mombar,"המלצה, לא ניסיתי עדיין",https://www.google.com/maps/place/Mombar/data=!4m2!3m1!1s0x89c25f6a7ef908fd:0xe3d41215406e870d,,
Bark Barbecue,,https://www.google.com/maps/place/Bark+Barbecue/data=!4m2!3m1!1s0x89c25b7a4a529dd3:0x3042c02739b37844,,
B&H Dairy,"טעים וכיפי, מאוד מסורתי",https://www.google.com/maps/place/B%26H+Dairy/data=!4m2!3m1!1s0x89c2599c88c66575:0x963c13c41733f97b,,
Hearth,אנתוני מנגיארי ,https://www.google.com/maps/place/Hearth/data=!4m2!3m1!1s0x89c2599df9743641:0x40179556d46f5f86,,
Poseidon Greek Bakery,,https://www.google.com/maps/place/Poseidon+Greek+Bakery/data=!4m2!3m1!1s0x89c25853cab1c25f:0x29ffe36b3ec61dc7,,
Fortuna NYC,,https://www.google.com/maps/place/Fortuna+NYC/data=!4m2!3m1!1s0x89c259d1ad922ff5:0xcd8ada8c85f33188,,
Sunny & Annie's Deli,Pho sandwich (instagram),https://www.google.com/maps/place/Sunny+%26+Annie's+Deli/data=!4m2!3m1!1s0x89c2597817f285bb:0xa8830eb3c91bd5d8,,
Udon St Marks,"Instagram, casual",https://www.google.com/maps/place/Udon+St+Marks/data=!4m2!3m1!1s0x89c2599b8652d36f:0xbbe7a366054cb16b,,
Hen House Nyc,,https://www.google.com/maps/place/Hen+House+Nyc/data=!4m2!3m1!1s0x89c259d5ac48d9e3:0x8c7707fec30663c7,,
Vanessa's Dumpling House,כיסונים צמחוניים סבבה,https://www.google.com/maps/place/Vanessa's+Dumpling+House/data=!4m2!3m1!1s0x89c2594990e14945:0xafa7d45fc6891405,,
Macario,,https://www.google.com/maps/place/Macario/data=!4m2!3m1!1s0x89c25b002cb28675:0x53bbb29d740f8b1d,,
Claud,chicken liver agnolotti,https://www.google.com/maps/place/Claud/data=!4m2!3m1!1s0x89c2590b58781b59:0x38874e8e27a5100d,,
Cafe Landwer,,https://www.google.com/maps/place/Cafe+Landwer/data=!4m2!3m1!1s0x89c2590005d2ab2d:0x40d2738ebf40bc0e,,
Balaboosta,,https://www.google.com/maps/place/Balaboosta/data=!4m2!3m1!1s0x89c25988c9d771eb:0xcbb31f153ef7321f,,
Bedouin Tent,,https://www.google.com/maps/place/Bedouin+Tent/data=!4m2!3m1!1s0x89c25a4d41f1f02d:0x81a9d2770ff38ec2,,
Fiaschetteria Pistoia,בר המליצה על ניוקי,https://www.google.com/maps/place/Fiaschetteria+Pistoia/data=!4m2!3m1!1s0x89c259772cfa3129:0x91a8b2295cf739b6,,
Silvana,,https://www.google.com/maps/place/Silvana/data=!4m2!3m1!1s0x89c2f61692e9755d:0x8ecb140bf758bf78,,
Les Olives fast food,,https://www.google.com/maps/place/Les+Olives+fast+food/data=!4m2!3m1!1s0x89c25fcdbe09eb1b:0xd60182c2ef24ea21,,
ilili Midtown,,https://www.google.com/maps/place/ilili+Midtown/data=!4m2!3m1!1s0x89c259f97f3f03af:0xc160275e3904fe01,,
